student_track_id,student_id,track_name,date_enrolled,track_completed,days_for_completion,completion_bucket
1009,156206,Data Analyst,2022-01-16,0,NULL,Not Completed
1010,156206,Business Analyst,2022-01-16,0,NULL,Not Completed
1011,156224,Data Analyst,2022-03-13,0,NULL,Not Completed
1012,156251,Data Analyst,2022-01-06,0,NULL,Not Completed
1013,156282,Data Analyst,2022-03-30,0,NULL,Not Completed
1014,156293,Data Analyst,2022-06-16,0,NULL,Not Completed
1015,156296,Data Scientist,2022-08-03,0,NULL,Not Completed
1016,156306,Data Analyst,2022-03-07,0,NULL,Not Completed
1017,156342,Data Analyst,2022-01-10,0,NULL,Not Completed
1018,156344,Business Analyst,2022-02-20,0,NULL,Not Completed
1019,156406,Data Analyst,2022-09-17,0,NULL,Not Completed
1020,156407,Data Scientist,2022-04-15,0,NULL,Not Completed
1021,156407,Business Analyst,2022-03-18,0,NULL,Not Completed
1022,156409,Data Scientist,2022-04-05,0,NULL,Not Completed
1023,156429,Data Analyst,2022-01-06,0,NULL,Not Completed
1024,156467,Data Scientist,2022-02-15,0,NULL,Not Completed
1025,156467,Data Analyst,2022-04-11,0,NULL,Not Completed
1026,156467,Business Analyst,2022-04-11,0,NULL,Not Completed
1027,156498,Data Analyst,2022-04-15,0,NULL,Not Completed
1028,156501,Data Scientist,2022-07-16,0,NULL,Not Completed
1029,156510,Data Analyst,2022-02-25,0,NULL,Not Completed
1030,156521,Data Analyst,2022-01-30,0,NULL,Not Completed
1031,156542,Data Scientist,2022-08-23,0,NULL,Not Completed
1032,156580,Data Analyst,2022-05-06,0,NULL,Not Completed
1033,156605,Data Analyst,2022-07-07,0,NULL,Not Completed
1034,156608,Data Analyst,2022-06-30,0,NULL,Not Completed
1035,156610,Data Scientist,2022-06-09,0,NULL,Not Completed
1036,156614,Data Analyst,2022-02-27,0,NULL,Not Completed
1037,156635,Data Analyst,2022-04-09,0,NULL,Not Completed
1038,156636,Data Analyst,2022-02-10,0,NULL,Not Completed
1039,156649,Data Scientist,2022-04-08,0,NULL,Not Completed
1040,156649,Data Analyst,2022-04-08,0,NULL,Not Completed
1041,156649,Business Analyst,2022-04-08,0,NULL,Not Completed
1042,156662,Data Analyst,2022-03-04,0,NULL,Not Completed
1043,156682,Data Scientist,2022-08-12,0,NULL,Not Completed
1044,156693,Data Analyst,2022-06-21,0,NULL,Not Completed
1045,156753,Business Analyst,2022-08-25,0,NULL,Not Completed
1046,156760,Data Scientist,2022-06-19,0,NULL,Not Completed
1047,156770,Data Analyst,2022-01-24,0,NULL,Not Completed
1048,156770,Business Analyst,2022-01-24,0,NULL,Not Completed
1049,156771,Data Scientist,2022-01-04,0,NULL,Not Completed
1050,156771,Data Analyst,2022-01-04,0,NULL,Not Completed
1051,156776,Data Analyst,2022-03-23,1,419,366+ days
1052,156776,Business Analyst,2022-03-23,1,419,366+ days
1053,156831,Data Scientist,2022-06-20,0,NULL,Not Completed
1054,156838,Data Analyst,2022-10-14,0,NULL,Not Completed
1055,156893,Data Scientist,2022-07-15,0,NULL,Not Completed
1056,156906,Data Scientist,2022-01-23,0,NULL,Not Completed
1057,156941,Data Analyst,2022-01-25,0,NULL,Not Completed
1058,157048,Data Scientist,2022-10-15,0,NULL,Not Completed
1059,157141,Data Scientist,2022-10-07,0,NULL,Not Completed
1060,157198,Data Scientist,2022-05-02,1,153,91 to 365 days
1061,157198,Business Analyst,2022-05-02,0,NULL,Not Completed
1062,157226,Data Analyst,2022-07-08,0,NULL,Not Completed
1063,157226,Business Analyst,2022-01-08,0,NULL,Not Completed
1064,157272,Data Scientist,2022-03-07,0,NULL,Not Completed
1065,157285,Data Analyst,2022-06-11,0,NULL,Not Completed
1066,157524,Data Scientist,2022-02-03,0,NULL,Not Completed
1067,157528,Business Analyst,2022-02-01,0,NULL,Not Completed
1068,157594,Business Analyst,2022-02-14,0,NULL,Not Completed
1069,157698,Data Analyst,2022-06-01,0,NULL,Not Completed
1070,157714,Data Analyst,2022-02-11,0,NULL,Not Completed
1071,157720,Data Analyst,2022-08-15,0,NULL,Not Completed
1072,157720,Business Analyst,2022-08-15,0,NULL,Not Completed
1073,157722,Data Scientist,2022-09-08,0,NULL,Not Completed
1074,157804,Data Analyst,2022-03-07,0,NULL,Not Completed
1075,157804,Business Analyst,2022-03-07,0,NULL,Not Completed
1076,157808,Data Analyst,2022-08-14,0,NULL,Not Completed
1077,157915,Business Analyst,2022-01-14,0,NULL,Not Completed
1078,157976,Data Analyst,2022-04-07,0,NULL,Not Completed
1079,157976,Business Analyst,2022-03-06,0,NULL,Not Completed
1080,157997,Data Analyst,2022-02-26,0,NULL,Not Completed
1081,158034,Data Analyst,2022-04-08,0,NULL,Not Completed
1082,158081,Data Analyst,2022-02-24,0,NULL,Not Completed
1083,158179,Data Analyst,2022-01-08,0,NULL,Not Completed
1084,158335,Data Analyst,2022-03-30,0,NULL,Not Completed
1085,158368,Business Analyst,2022-05-23,0,NULL,Not Completed
1086,158646,Data Analyst,2022-02-27,0,NULL,Not Completed
1087,158659,Data Analyst,2022-02-06,0,NULL,Not Completed
1088,158724,Data Scientist,2022-04-05,1,114,91 to 365 days
1089,158724,Business Analyst,2022-04-13,0,NULL,Not Completed
1090,158990,Data Scientist,2022-06-08,0,NULL,Not Completed
1091,159057,Data Scientist,2022-06-13,0,NULL,Not Completed
1092,159057,Data Analyst,2022-06-13,0,NULL,Not Completed
1093,159057,Business Analyst,2022-06-13,0,NULL,Not Completed
1094,159071,Data Scientist,2022-05-11,0,NULL,Not Completed
1095,159071,Data Analyst,2022-07-30,0,NULL,Not Completed
1096,159071,Business Analyst,2022-07-30,0,NULL,Not Completed
1097,159075,Data Scientist,2022-09-24,0,NULL,Not Completed
1098,159172,Business Analyst,2022-02-23,0,NULL,Not Completed
1099,159186,Data Analyst,2022-05-27,0,NULL,Not Completed
1100,159187,Data Analyst,2022-06-16,0,NULL,Not Completed
1101,159195,Data Scientist,2022-09-23,0,NULL,Not Completed
1102,159207,Data Scientist,2022-03-09,0,NULL,Not Completed
1103,159207,Data Analyst,2022-03-08,0,NULL,Not Completed
1104,159254,Data Analyst,2022-07-20,0,NULL,Not Completed
1105,159548,Data Scientist,2022-01-02,0,NULL,Not Completed
1106,159670,Data Analyst,2022-03-29,0,NULL,Not Completed
1107,159714,Data Scientist,2022-07-01,0,NULL,Not Completed
1108,159791,Data Analyst,2022-08-11,0,NULL,Not Completed
1109,159802,Data Scientist,2022-02-02,0,NULL,Not Completed
1110,159866,Data Analyst,2022-06-17,0,NULL,Not Completed
1111,159872,Data Analyst,2022-01-03,0,NULL,Not Completed
1112,159873,Business Analyst,2022-07-16,0,NULL,Not Completed
1113,159903,Business Analyst,2022-10-05,0,NULL,Not Completed
1114,159939,Data Analyst,2022-02-21,0,NULL,Not Completed
1115,159972,Data Scientist,2022-07-13,0,NULL,Not Completed
1116,159986,Data Analyst,2022-05-31,0,NULL,Not Completed
1117,160008,Data Analyst,2022-04-20,0,NULL,Not Completed
1118,160025,Data Scientist,2022-01-22,0,NULL,Not Completed
1119,160032,Data Analyst,2022-06-20,0,NULL,Not Completed
1120,160074,Data Scientist,2022-05-22,0,NULL,Not Completed
1121,160195,Data Analyst,2022-07-20,0,NULL,Not Completed
1122,160309,Data Analyst,2022-08-28,0,NULL,Not Completed
1123,160366,Data Analyst,2022-03-27,0,NULL,Not Completed
1124,160419,Data Scientist,2022-04-21,0,NULL,Not Completed
1125,160419,Data Analyst,2022-09-14,0,NULL,Not Completed
1126,160493,Data Analyst,2022-02-10,0,NULL,Not Completed
1127,160610,Business Analyst,2022-06-19,0,NULL,Not Completed
1128,160816,Data Scientist,2022-02-13,0,NULL,Not Completed
1129,160861,Data Scientist,2022-02-04,0,NULL,Not Completed
1130,160911,Data Scientist,2022-06-20,0,NULL,Not Completed
1131,160960,Business Analyst,2022-04-20,0,NULL,Not Completed
1132,160964,Data Analyst,2022-08-16,0,NULL,Not Completed
1133,160997,Data Analyst,2022-07-29,0,NULL,Not Completed
1134,161209,Data Scientist,2022-03-10,0,NULL,Not Completed
1135,161210,Data Scientist,2022-07-01,0,NULL,Not Completed
1136,161338,Data Scientist,2022-06-02,0,NULL,Not Completed
1137,161365,Data Scientist,2022-02-17,0,NULL,Not Completed
1138,161371,Data Analyst,2022-01-26,0,NULL,Not Completed
1139,161373,Data Scientist,2022-05-25,0,NULL,Not Completed
1140,161373,Data Analyst,2022-05-25,0,NULL,Not Completed
1141,161380,Data Analyst,2022-09-20,1,2,1 to 7 days
1142,161380,Business Analyst,2022-08-09,0,NULL,Not Completed
1143,161434,Data Scientist,2022-03-24,0,NULL,Not Completed
1144,161475,Data Scientist,2022-09-13,0,NULL,Not Completed
1145,161475,Data Analyst,2022-09-13,0,NULL,Not Completed
1146,161475,Business Analyst,2022-06-23,0,NULL,Not Completed
1147,161496,Data Analyst,2022-05-11,0,NULL,Not Completed
1148,161496,Business Analyst,2022-09-09,0,NULL,Not Completed
1149,161524,Data Scientist,2022-03-21,0,NULL,Not Completed
1150,161571,Business Analyst,2022-08-13,0,NULL,Not Completed
1151,161580,Data Analyst,2022-02-19,0,NULL,Not Completed
1152,161585,Business Analyst,2022-08-15,0,NULL,Not Completed
1153,161599,Data Analyst,2022-09-04,0,NULL,Not Completed
1154,161660,Data Analyst,2022-03-24,0,NULL,Not Completed
1155,161673,Data Scientist,2022-05-04,0,NULL,Not Completed
1156,161679,Data Scientist,2022-01-03,0,NULL,Not Completed
1157,161693,Data Scientist,2022-02-13,0,NULL,Not Completed
1158,161702,Data Scientist,2022-09-25,0,NULL,Not Completed
1159,161715,Data Scientist,2022-09-28,0,NULL,Not Completed
1160,161753,Data Scientist,2022-01-03,0,NULL,Not Completed
1161,161785,Data Analyst,2022-01-19,0,NULL,Not Completed
1162,161785,Business Analyst,2022-01-12,0,NULL,Not Completed
1163,161844,Data Analyst,2022-04-07,0,NULL,Not Completed
1164,161844,Business Analyst,2022-04-13,0,NULL,Not Completed
1165,161887,Business Analyst,2022-02-06,0,NULL,Not Completed
1166,161970,Data Scientist,2022-02-15,0,NULL,Not Completed
1167,162012,Data Analyst,2022-09-21,0,NULL,Not Completed
1168,162124,Data Scientist,2022-04-11,0,NULL,Not Completed
1169,162162,Data Analyst,2022-02-21,0,NULL,Not Completed
1170,162320,Data Scientist,2022-06-28,0,NULL,Not Completed
1171,162447,Data Scientist,2022-06-07,0,NULL,Not Completed
1172,162480,Data Analyst,2022-04-27,0,NULL,Not Completed
1173,162502,Data Analyst,2022-03-17,0,NULL,Not Completed
1174,162566,Data Scientist,2022-06-09,0,NULL,Not Completed
1175,162703,Data Scientist,2022-05-02,0,NULL,Not Completed
1176,162733,Data Analyst,2022-08-11,0,NULL,Not Completed
1177,162974,Data Analyst,2022-02-17,0,NULL,Not Completed
1178,163022,Data Analyst,2022-06-16,0,NULL,Not Completed
1179,163080,Data Analyst,2022-02-28,0,NULL,Not Completed
1180,163108,Data Analyst,2022-04-11,0,NULL,Not Completed
1181,163193,Data Analyst,2022-02-25,0,NULL,Not Completed
1182,163240,Data Analyst,2022-08-15,0,NULL,Not Completed
1183,163240,Business Analyst,2022-08-18,0,NULL,Not Completed
1184,163293,Data Scientist,2022-06-02,0,NULL,Not Completed
1185,163415,Data Scientist,2022-06-30,0,NULL,Not Completed
1186,163415,Data Analyst,2022-03-08,0,NULL,Not Completed
1187,163415,Business Analyst,2022-08-17,0,NULL,Not Completed
1188,163473,Data Scientist,2022-01-15,0,NULL,Not Completed
1189,163494,Data Analyst,2022-02-09,0,NULL,Not Completed
1190,163676,Data Scientist,2022-08-24,0,NULL,Not Completed
1191,163676,Data Analyst,2022-08-24,0,NULL,Not Completed
1192,163676,Business Analyst,2022-08-24,1,0,Same day
1193,163786,Business Analyst,2022-01-02,0,NULL,Not Completed
1194,163878,Data Analyst,2022-04-14,0,NULL,Not Completed
1195,163883,Data Scientist,2022-05-09,0,NULL,Not Completed
1196,163982,Data Analyst,2022-01-02,0,NULL,Not Completed
1197,164005,Data Scientist,2022-08-15,0,NULL,Not Completed
1198,164005,Business Analyst,2022-08-15,0,NULL,Not Completed
1199,164020,Data Analyst,2022-08-13,0,NULL,Not Completed
1200,164048,Data Analyst,2022-05-11,0,NULL,Not Completed
1201,164151,Data Analyst,2022-01-09,0,NULL,Not Completed
1202,164165,Data Scientist,2022-06-08,0,NULL,Not Completed
1203,164213,Data Analyst,2022-08-13,0,NULL,Not Completed
1204,164240,Data Analyst,2022-01-15,0,NULL,Not Completed
1205,164335,Data Analyst,2022-09-09,0,NULL,Not Completed
1206,164356,Data Scientist,2022-03-14,0,NULL,Not Completed
1207,164356,Business Analyst,2022-01-07,0,NULL,Not Completed
1208,164368,Data Scientist,2022-09-12,0,NULL,Not Completed
1209,164368,Data Analyst,2022-09-12,0,NULL,Not Completed
1210,164368,Business Analyst,2022-09-12,0,NULL,Not Completed
1211,164442,Data Scientist,2022-01-27,0,NULL,Not Completed
1212,164471,Data Analyst,2022-07-08,0,NULL,Not Completed
1213,164472,Data Analyst,2022-01-19,0,NULL,Not Completed
1214,164560,Data Analyst,2022-01-19,0,NULL,Not Completed
1215,164645,Business Analyst,2022-04-09,0,NULL,Not Completed
1216,164657,Data Analyst,2022-02-07,0,NULL,Not Completed
1217,164701,Data Analyst,2022-01-07,0,NULL,Not Completed
1218,164761,Data Analyst,2022-04-08,0,NULL,Not Completed
1219,164761,Business Analyst,2022-04-08,0,NULL,Not Completed
1220,164770,Data Scientist,2022-03-14,0,NULL,Not Completed
1221,164770,Data Analyst,2022-03-14,0,NULL,Not Completed
1222,164770,Business Analyst,2022-03-14,0,NULL,Not Completed
1223,164808,Data Analyst,2022-03-08,0,NULL,Not Completed
1224,164904,Data Analyst,2022-08-23,0,NULL,Not Completed
1225,164922,Data Analyst,2022-01-28,0,NULL,Not Completed
1226,164995,Data Scientist,2022-03-17,0,NULL,Not Completed
1227,164995,Data Analyst,2022-03-14,0,NULL,Not Completed
1228,164995,Business Analyst,2022-03-17,0,NULL,Not Completed
1229,165026,Data Scientist,2022-01-17,0,NULL,Not Completed
1230,165026,Business Analyst,2022-01-07,0,NULL,Not Completed
1231,165187,Data Scientist,2022-02-04,0,NULL,Not Completed
1232,165244,Data Scientist,2022-10-10,0,NULL,Not Completed
1233,165285,Business Analyst,2022-06-08,0,NULL,Not Completed
1234,165325,Data Scientist,2022-04-11,0,NULL,Not Completed
1235,165325,Data Analyst,2022-04-11,0,NULL,Not Completed
1236,165325,Business Analyst,2022-04-11,0,NULL,Not Completed
1237,165537,Data Scientist,2022-06-04,0,NULL,Not Completed
1238,165537,Data Analyst,2022-06-04,0,NULL,Not Completed
1239,165537,Business Analyst,2022-06-04,0,NULL,Not Completed
1240,165557,Data Scientist,2022-02-19,0,NULL,Not Completed
1241,165764,Data Scientist,2022-03-11,0,NULL,Not Completed
1242,165764,Business Analyst,2022-03-11,0,NULL,Not Completed
1243,165807,Data Analyst,2022-02-14,0,NULL,Not Completed
1244,165884,Data Scientist,2022-09-07,0,NULL,Not Completed
1245,165884,Data Analyst,2022-09-07,0,NULL,Not Completed
1246,165950,Data Scientist,2022-01-26,0,NULL,Not Completed
1247,166058,Data Analyst,2022-01-17,0,NULL,Not Completed
1248,166058,Business Analyst,2022-02-17,0,NULL,Not Completed
1249,166063,Data Analyst,2022-07-08,0,NULL,Not Completed
1250,166089,Business Analyst,2022-06-18,0,NULL,Not Completed
1251,166121,Data Scientist,2022-03-09,0,NULL,Not Completed
1252,166145,Data Analyst,2022-01-12,0,NULL,Not Completed
1253,166145,Business Analyst,2022-01-22,1,226,91 to 365 days
1254,166227,Data Analyst,2022-08-18,0,NULL,Not Completed
1255,166238,Data Analyst,2022-01-11,0,NULL,Not Completed
1256,166265,Data Analyst,2022-06-17,0,NULL,Not Completed
1257,166282,Data Scientist,2022-05-03,0,NULL,Not Completed
1258,166282,Data Analyst,2022-08-27,0,NULL,Not Completed
1259,166282,Business Analyst,2022-05-03,0,NULL,Not Completed
1260,166304,Data Analyst,2022-06-26,0,NULL,Not Completed
1261,166509,Data Scientist,2022-05-16,0,NULL,Not Completed
1262,166594,Data Scientist,2022-06-29,0,NULL,Not Completed
1263,166594,Data Analyst,2022-06-29,0,NULL,Not Completed
1264,166594,Business Analyst,2022-06-29,0,NULL,Not Completed
1265,166851,Data Analyst,2022-09-01,0,NULL,Not Completed
1266,166887,Data Analyst,2022-08-12,0,NULL,Not Completed
1267,166940,Data Scientist,2022-01-17,0,NULL,Not Completed
1268,166940,Data Analyst,2022-06-02,0,NULL,Not Completed
1269,167083,Data Analyst,2022-06-22,0,NULL,Not Completed
1270,167382,Data Scientist,2022-08-16,0,NULL,Not Completed
1271,167392,Data Scientist,2022-02-06,0,NULL,Not Completed
1272,167392,Business Analyst,2022-02-03,0,NULL,Not Completed
1273,167412,Data Scientist,2022-05-16,0,NULL,Not Completed
1274,167412,Data Analyst,2022-05-30,0,NULL,Not Completed
1275,167427,Data Scientist,2022-02-02,0,NULL,Not Completed
1276,167427,Data Analyst,2022-02-23,0,NULL,Not Completed
1277,167427,Business Analyst,2022-02-02,0,NULL,Not Completed
1278,167503,Data Analyst,2022-07-05,0,NULL,Not Completed
1279,167519,Data Scientist,2022-03-10,0,NULL,Not Completed
1280,167551,Data Scientist,2022-03-30,0,NULL,Not Completed
1281,167554,Data Analyst,2022-02-03,0,NULL,Not Completed
1282,167554,Business Analyst,2022-02-03,0,NULL,Not Completed
1283,167556,Data Scientist,2022-04-22,0,NULL,Not Completed
1284,167667,Data Analyst,2022-05-29,0,NULL,Not Completed
1285,167685,Data Scientist,2022-03-10,0,NULL,Not Completed
1286,167685,Data Analyst,2022-03-10,0,NULL,Not Completed
1287,167901,Data Scientist,2022-01-18,0,NULL,Not Completed
1288,168150,Data Analyst,2022-08-15,0,NULL,Not Completed
1289,168174,Business Analyst,2022-08-18,0,NULL,Not Completed
1290,168223,Data Scientist,2022-05-10,0,NULL,Not Completed
1291,168253,Data Analyst,2022-01-26,0,NULL,Not Completed
1292,168545,Data Analyst,2022-04-12,0,NULL,Not Completed
1293,168601,Data Scientist,2022-02-16,0,NULL,Not Completed
1294,168649,Data Analyst,2022-02-07,0,NULL,Not Completed
1295,168753,Data Scientist,2022-08-15,0,NULL,Not Completed
1296,168872,Data Scientist,2022-01-25,0,NULL,Not Completed
1297,168872,Business Analyst,2022-01-27,0,NULL,Not Completed
1298,168923,Data Scientist,2022-08-11,0,NULL,Not Completed
1299,168923,Data Analyst,2022-09-12,0,NULL,Not Completed
1300,168923,Business Analyst,2022-09-12,0,NULL,Not Completed
1301,168924,Data Scientist,2022-02-27,0,NULL,Not Completed
1302,169124,Data Analyst,2022-04-29,0,NULL,Not Completed
1303,169371,Data Analyst,2022-09-09,0,NULL,Not Completed
1304,169398,Business Analyst,2022-06-03,0,NULL,Not Completed
1305,169533,Data Analyst,2022-03-12,0,NULL,Not Completed
1306,169832,Business Analyst,2022-02-11,0,NULL,Not Completed
1307,169909,Data Scientist,2022-03-30,0,NULL,Not Completed
1308,169909,Data Analyst,2022-03-30,0,NULL,Not Completed
1309,169909,Business Analyst,2022-06-18,0,NULL,Not Completed
1310,169937,Data Analyst,2022-03-09,0,NULL,Not Completed
1311,169942,Data Scientist,2022-06-02,0,NULL,Not Completed
1312,169991,Data Scientist,2022-07-16,1,4,1 to 7 days
1313,169991,Data Analyst,2022-07-29,1,0,Same day
1314,170007,Data Scientist,2022-01-08,0,NULL,Not Completed
1315,170009,Data Scientist,2022-03-12,0,NULL,Not Completed
1316,170125,Data Analyst,2022-02-23,0,NULL,Not Completed
1317,170139,Data Analyst,2022-02-25,0,NULL,Not Completed
1318,170253,Data Analyst,2022-08-17,0,NULL,Not Completed
1319,170338,Data Analyst,2022-01-31,0,NULL,Not Completed
1320,170359,Data Analyst,2022-01-06,0,NULL,Not Completed
1321,170359,Business Analyst,2022-01-07,0,NULL,Not Completed
1322,170381,Data Scientist,2022-01-19,0,NULL,Not Completed
1323,170462,Data Analyst,2022-06-22,0,NULL,Not Completed
1324,170493,Data Analyst,2022-04-27,1,14,8 to 30 days
1325,170517,Data Scientist,2022-02-25,0,NULL,Not Completed
1326,170706,Data Scientist,2022-06-26,0,NULL,Not Completed
1327,170743,Data Scientist,2022-09-28,0,NULL,Not Completed
1328,170764,Data Scientist,2022-08-15,0,NULL,Not Completed
1329,170825,Data Analyst,2022-01-31,0,NULL,Not Completed
1330,170845,Data Analyst,2022-05-04,0,NULL,Not Completed
1331,170845,Business Analyst,2022-01-23,0,NULL,Not Completed
1332,170898,Data Analyst,2022-02-13,0,NULL,Not Completed
1333,170942,Business Analyst,2022-06-15,0,NULL,Not Completed
1334,171002,Data Scientist,2022-08-28,0,NULL,Not Completed
1335,171006,Data Scientist,2022-04-15,0,NULL,Not Completed
1336,171006,Business Analyst,2022-04-15,0,NULL,Not Completed
1337,171011,Data Analyst,2022-03-24,0,NULL,Not Completed
1338,171032,Data Analyst,2022-04-26,0,NULL,Not Completed
1339,171057,Business Analyst,2022-04-08,0,NULL,Not Completed
1340,171151,Data Analyst,2022-03-31,0,NULL,Not Completed
1341,171180,Data Scientist,2022-01-10,0,NULL,Not Completed
1342,171187,Data Analyst,2022-01-12,0,NULL,Not Completed
1343,171187,Business Analyst,2022-01-16,0,NULL,Not Completed
1344,171211,Data Analyst,2022-05-30,0,NULL,Not Completed
1345,171213,Data Scientist,2022-02-09,0,NULL,Not Completed
1346,171217,Data Analyst,2022-01-30,0,NULL,Not Completed
1347,171286,Data Analyst,2022-06-29,0,NULL,Not Completed
1348,171302,Data Analyst,2022-04-24,0,NULL,Not Completed
1349,171311,Data Scientist,2022-01-02,0,NULL,Not Completed
1350,171313,Data Scientist,2022-07-17,0,NULL,Not Completed
1351,171313,Business Analyst,2022-07-23,0,NULL,Not Completed
1352,171314,Data Analyst,2022-01-16,0,NULL,Not Completed
1353,171342,Data Analyst,2022-02-10,0,NULL,Not Completed
1354,171350,Data Analyst,2022-07-24,0,NULL,Not Completed
1355,171350,Business Analyst,2022-07-24,0,NULL,Not Completed
1356,171398,Data Scientist,2022-02-28,0,NULL,Not Completed
1357,171405,Business Analyst,2022-06-19,0,NULL,Not Completed
1358,171407,Data Scientist,2022-02-03,0,NULL,Not Completed
1359,171407,Data Analyst,2022-02-01,0,NULL,Not Completed
1360,171407,Business Analyst,2022-02-03,0,NULL,Not Completed
1361,171418,Data Scientist,2022-06-28,0,NULL,Not Completed
1362,171425,Data Analyst,2022-03-09,0,NULL,Not Completed
1363,171425,Business Analyst,2022-07-24,0,NULL,Not Completed
1364,171439,Data Scientist,2022-02-02,0,NULL,Not Completed
1365,171448,Data Analyst,2022-10-13,0,NULL,Not Completed
1366,171448,Business Analyst,2022-10-13,0,NULL,Not Completed
1367,171454,Data Analyst,2022-03-15,0,NULL,Not Completed
1368,171464,Business Analyst,2022-08-14,0,NULL,Not Completed
1369,171476,Business Analyst,2022-07-12,0,NULL,Not Completed
1370,171523,Business Analyst,2022-05-18,0,NULL,Not Completed
1371,171582,Data Scientist,2022-05-22,0,NULL,Not Completed
1372,171635,Data Analyst,2022-01-05,0,NULL,Not Completed
1373,171640,Data Analyst,2022-08-04,0,NULL,Not Completed
1374,171643,Data Scientist,2022-01-02,0,NULL,Not Completed
1375,171645,Data Scientist,2022-01-18,0,NULL,Not Completed
1376,171738,Data Scientist,2022-04-12,0,NULL,Not Completed
1377,171738,Data Analyst,2022-04-12,0,NULL,Not Completed
1378,171738,Business Analyst,2022-04-12,0,NULL,Not Completed
1379,171856,Data Scientist,2022-04-10,0,NULL,Not Completed
1380,171887,Data Scientist,2022-06-15,0,NULL,Not Completed
1381,171898,Data Scientist,2022-04-04,0,NULL,Not Completed
1382,171900,Data Scientist,2022-07-26,0,NULL,Not Completed
1383,171900,Business Analyst,2022-05-14,0,NULL,Not Completed
1384,172026,Data Analyst,2022-08-11,0,NULL,Not Completed
1385,172092,Data Scientist,2022-01-30,0,NULL,Not Completed
1386,172092,Data Analyst,2022-04-16,0,NULL,Not Completed
1387,172430,Data Analyst,2022-02-15,0,NULL,Not Completed
1388,172485,Data Scientist,2022-05-13,0,NULL,Not Completed
1389,172546,Business Analyst,2022-01-31,0,NULL,Not Completed
1390,172560,Data Analyst,2022-04-08,0,NULL,Not Completed
1391,172695,Data Scientist,2022-07-01,0,NULL,Not Completed
1392,172768,Data Analyst,2022-06-23,0,NULL,Not Completed
1393,172782,Data Scientist,2022-06-06,0,NULL,Not Completed
1394,172782,Data Analyst,2022-06-21,0,NULL,Not Completed
1395,172788,Data Scientist,2022-09-08,0,NULL,Not Completed
1396,172870,Business Analyst,2022-09-20,0,NULL,Not Completed
1397,172903,Data Analyst,2022-06-23,0,NULL,Not Completed
1398,172925,Data Scientist,2022-09-23,0,NULL,Not Completed
1399,172977,Data Analyst,2022-03-20,0,NULL,Not Completed
1400,172979,Data Analyst,2022-04-08,0,NULL,Not Completed
1401,173048,Data Scientist,2022-01-17,0,NULL,Not Completed
1402,173055,Data Scientist,2022-02-04,0,NULL,Not Completed
1403,173104,Data Scientist,2022-08-15,0,NULL,Not Completed
1404,173313,Data Scientist,2022-03-07,0,NULL,Not Completed
1405,173382,Data Scientist,2022-03-06,0,NULL,Not Completed
1406,173395,Data Scientist,2022-04-06,0,NULL,Not Completed
1407,173395,Data Analyst,2022-07-25,0,NULL,Not Completed
1408,173399,Business Analyst,2022-07-19,0,NULL,Not Completed
1409,173757,Data Analyst,2022-07-01,0,NULL,Not Completed
1410,173864,Data Analyst,2022-02-02,0,NULL,Not Completed
1411,173910,Data Scientist,2022-08-14,0,NULL,Not Completed
1412,173984,Data Analyst,2022-08-15,0,NULL,Not Completed
1413,174124,Data Analyst,2022-02-11,0,NULL,Not Completed
1414,174226,Data Analyst,2022-05-20,0,NULL,Not Completed
1415,174298,Data Scientist,2022-08-24,0,NULL,Not Completed
1416,174307,Data Analyst,2022-04-30,0,NULL,Not Completed
1417,174329,Data Analyst,2022-08-12,0,NULL,Not Completed
1418,174338,Business Analyst,2022-01-03,0,NULL,Not Completed
1419,174544,Data Analyst,2022-10-14,0,NULL,Not Completed
1420,174665,Data Scientist,2022-06-16,0,NULL,Not Completed
1421,174687,Data Analyst,2022-06-25,0,NULL,Not Completed
1422,174707,Data Scientist,2022-08-14,0,NULL,Not Completed
1423,174827,Business Analyst,2022-03-22,0,NULL,Not Completed
1424,174840,Data Scientist,2022-01-19,0,NULL,Not Completed
1425,174840,Data Analyst,2022-01-10,0,NULL,Not Completed
1426,174967,Business Analyst,2022-02-09,0,NULL,Not Completed
1427,175038,Data Analyst,2022-04-20,0,NULL,Not Completed
1428,175103,Data Scientist,2022-08-15,0,NULL,Not Completed
1429,175103,Business Analyst,2022-08-15,0,NULL,Not Completed
1430,175216,Business Analyst,2022-01-15,1,26,8 to 30 days
1431,175237,Business Analyst,2022-01-02,0,NULL,Not Completed
1432,175242,Business Analyst,2022-02-08,0,NULL,Not Completed
1433,175316,Data Analyst,2022-06-05,0,NULL,Not Completed
1434,175511,Business Analyst,2022-03-08,0,NULL,Not Completed
1435,175519,Business Analyst,2022-09-25,1,124,91 to 365 days
1436,175607,Data Scientist,2022-05-22,0,NULL,Not Completed
1437,175607,Data Analyst,2022-05-22,0,NULL,Not Completed
1438,175607,Business Analyst,2022-05-22,0,NULL,Not Completed
1439,175629,Data Analyst,2022-03-31,0,NULL,Not Completed
1440,175634,Data Analyst,2022-02-13,0,NULL,Not Completed
1441,175651,Data Scientist,2022-01-18,0,NULL,Not Completed
1442,175676,Data Scientist,2022-08-15,0,NULL,Not Completed
1443,175844,Business Analyst,2022-04-23,0,NULL,Not Completed
1444,175898,Data Analyst,2022-07-18,0,NULL,Not Completed
